Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
7/30/2019,46,Ozone,Indpls.- Ft. Harrison,18-097-0050,AQS,14,46,0,17,39,22
7/31/2019,51,PM2.5,Indpls.- I 70,18-097-0087,AQS,10,50,0,14,51,22
8/1/2019,112,Ozone,Indpls- Washington Park/  in parking lot next to police station,18-097-0078,AQS,14,112,0,35,52,22
8/2/2019,80,Ozone,Monrovia- Monrovia HS.,18-109-0005,AQS,10,80,0,19,54,29
8/3/2019,90,Ozone,"Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN",18-011-0001,AQS,9,90,3,22,59,25
8/4/2019,93,Ozone,Indpls- Washington Park/  in parking lot next to police station,18-097-0078,AQS,8,93,0,24,65,28
8/5/2019,77,Ozone,SCHOOL LOCATED ON THE SW CORNER OF US 36 AND IND 109,18-095-0010,AQS,11,77,0,28,63,33
8/6/2019,74,Ozone,Indpls.- Ft. Harrison,18-097-0050,AQS,10,74,1,26,56,26
8/7/2019,54,PM2.5,Indpls.- I 70,18-097-0087,AQS,13,46,0,31,54,27
8/8/2019,55,PM2.5,Indpls.- I 70,18-097-0087,AQS,10,48,0,22,55,27
8/9/2019,50,Ozone,Indpls- Harding St.,18-097-0057,AQS,11,50,0,18,42,31
8/10/2019,61,Ozone,Indpls- Harding St.,18-097-0057,AQS,9,61,0,19,53,25
8/11/2019,77,Ozone,Our Lady of Grace- Noblesville,18-057-0006,AQS,8,77,1,21,55,22
8/12/2019,66,PM2.5,Indpls.- I 70,18-097-0087,AQS,9,45,0,31,66,26
8/13/2019,52,PM2.5,Indpls.- I 70,18-097-0087,AQS,15,42,0,19,52,28
8/14/2019,56,PM2.5,Indpls.- I 70,18-097-0087,AQS,13,46,0,26,56,25
8/15/2019,52,PM2.5,Indpls.- I 70,18-097-0087,AQS,11,44,0,20,52,31
8/16/2019,58,PM2.5,Indpls.- I 70,18-097-0087,AQS,10,46,0,27,58,23
8/17/2019,47,PM2.5,Indpls- W. 18th St./ Ernie Pyle School 90,18-097-0081,AQS,10,41,0,19,47,23
8/18/2019,55,PM2.5,Indpls.- I 70,18-097-0087,AQS,9,44,0,26,55,15
8/19/2019,71,Ozone,Our Lady of Grace- Noblesville,18-057-0006,AQS,14,71,0,24,53,35
8/20/2019,47,PM2.5,Indpls- W. 18th St./ Ernie Pyle School 90,18-097-0081,AQS,11,44,0,18,47,21
8/21/2019,47,Ozone,SCHOOL LOCATED ON THE SW CORNER OF US 36 AND IND 109,18-095-0010,AQS,15,47,0,18,45,26
8/22/2019,40,PM2.5,Indpls.- I 70,18-097-0087,AQS,14,37,0,11,40,32
8/23/2019,51,PM2.5,Indpls.- I 70,18-097-0087,AQS,11,36,0,12,51,27
8/24/2019,38,PM2.5,Indpls.- I 70,18-097-0087,AQS,13,34,0,12,38,26
8/25/2019,41,Ozone,Indpls.- Ft. Harrison,18-097-0050,AQS,11,41,0,19,40,9
8/26/2019,30,PM2.5,Indpls.- I 70,18-097-0087,AQS,10,24,0,7,30,8
8/27/2019,35,Ozone,Indpls.- Ft. Harrison,18-097-0050,AQS,17,35,0,8,27,30
8/28/2019,45,PM2.5,Carmel- Hazel Dell Pkwy.,18-057-0008,AQS,11,32,0,19,45,25
8/29/2019,42,Ozone,Our Lady of Grace- Noblesville,18-057-0006,AQS,13,42,1,27,39,19
8/30/2019,48,PM2.5,Indpls.- I 70,18-097-0087,AQS,13,39,0,21,48,25
8/31/2019,51,PM2.5,Indpls- W. 18th St./ Ernie Pyle School 90,18-097-0081,AQS,13,34,0,14,51,12
9/1/2019,59,PM2.5,Indpls.- I 70,18-097-0087,AQS,14,42,0,17,59,19
9/2/2019,74,PM2.5,Indpls.- I 70,18-097-0087,AQS,14,43,0,21,74,27
9/3/2019,56,PM2.5,Carmel- Hazel Dell Pkwy.,18-057-0008,AQS,13,49,1,26,56,21
9/4/2019,40,PM2.5,Indpls.- I 70,18-097-0087,AQS,9,40,0,16,40,23
9/5/2019,45,PM2.5,Indpls.- I 70,18-097-0087,AQS,15,42,0,14,45,25
9/6/2019,57,PM2.5,Indpls.- I 70,18-097-0087,AQS,14,37,0,37,57,22
9/7/2019,44,PM2.5,Indpls.- I 70,18-097-0087,AQS,11,39,0,13,44,21
9/8/2019,71,PM2.5,Indpls- W. 18th St./ Ernie Pyle School 90,18-097-0081,AQS,11,32,0,24,71,19
9/9/2019,54,PM2.5,Indpls.- I 70,18-097-0087,AQS,11,54,3,19,54,18
9/10/2019,67,Ozone,Our Lady of Grace- Noblesville,18-057-0006,AQS,11,67,0,30,58,29
9/11/2019,69,PM2.5,Indpls.- I 70,18-097-0087,AQS,11,50,0,35,69,28
9/12/2019,70,PM2.5,Indpls.- I 70,18-097-0087,AQS,11,51,0,54,70,27
9/13/2019,52,PM2.5,Indpls.- I 70,18-097-0087,AQS,9,44,0,31,52,23
