,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
55,2019-02-25,31,Ozone,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,3,31,0.0,14.0,23.0,22.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
56,2019-02-26,34,NO2,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,33,0.0,19.0,28.0,34.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
57,2019-02-27,48,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,33,0.0,22.0,48.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
58,2019-02-28,53,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,30,0.0,33.0,53.0,39.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
59,2019-03-01,55,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,40,0.0,22.0,55.0,42.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
60,2019-03-02,59,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,3,43,0.0,30.0,59.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
61,2019-03-03,32,Ozone,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,3,32,0.0,14.0,28.0,10.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
62,2019-03-04,55,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,3,37,0.0,18.0,55.0,20.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
63,2019-03-05,51,PM10,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,3,38,0.0,51.0,41.0,22.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
64,2019-03-06,44,PM2.5,MILWAUKEE - COLLEGE AVE. PARK & RIDE,55-079-0058,AQS,3,43,0.0,30.0,44.0,32.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
65,2019-03-07,54,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,6,37,1.0,26.0,54.0,52.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
66,2019-03-08,76,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,10,42,4.0,31.0,76.0,58.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
67,2019-03-09,78,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,41,0.0,27.0,78.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
68,2019-03-10,52,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,3,45,0.0,14.0,52.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
69,2019-03-11,45,Ozone,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,3,45,0.0,16.0,43.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
70,2019-03-12,64,PM2.5,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,5,35,1.0,29.0,64.0,55.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
71,2019-03-13,54,PM2.5,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,55-079-0010,AQS,3,35,0.0,16.0,54.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
72,2019-03-14,34,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,3,33,0.0,17.0,34.0,17.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
73,2019-03-15,36,Ozone,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,3,36,0.0,7.0,20.0,17.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
74,2019-03-16,39,Ozone,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,3,39,0.0,12.0,21.0,18.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
