Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
5/9/2019,39,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,7,39,0,19,23,17
5/10/2019,45,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,7,45,0,20,27,30
5/11/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,8,49,0,28,42,34
5/12/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,8,49,0,27,45,25
5/13/2019,54,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,8,54,0,32,52,19
5/14/2019,58,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,7,58,0,40,52,18
5/15/2019,47,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,7,36,0,28,47,15
5/16/2019,40,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,7,31,0,11,40,10
5/17/2019,37,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,7,34,0,9,37,19
5/18/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,8,44,0,10,40,16
5/19/2019,33,Ozone,Meridian - St. Luke's,16-001-0010,AirNow,8,33,0,6,21,6
5/20/2019,10,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,7,10,0,5,9,8
5/21/2019,38,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,38,0,6,15,8
5/22/2019,23,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,23,0,8,22,8
5/23/2019,37,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,37,0,10,28,7
5/24/2019,36,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,36,0,15,28,13
5/25/2019,41,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,41,0,8,30,6
5/26/2019,50,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,8,42,0,12,50,13
5/27/2019,38,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,38,0,14,35,14
5/28/2019,38,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,38,0,13,28,5
5/29/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,44,0,12,25,16
5/30/2019,40,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,40,0,9,27,16
5/31/2019,46,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,46,0,5,26,13
6/1/2019,51,PM2.5,Nampa - Fire Station,16-027-0002,AQS,10,47,0,5,51,13
6/2/2019,54,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,54,0,6,28,8
6/3/2019,50,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,50,0,13,31,30
6/4/2019,43,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,43,0,14,25,18
6/5/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,49,0,12,25,17
6/6/2019,39,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,39,0,25,23,7
6/7/2019,33,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,7,33,0,6,16,9
6/8/2019,31,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,31,0,5,20,24
6/9/2019,38,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,38,0,7,16,15
6/10/2019,43,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,43,0,11,23,22
6/11/2019,39,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,39,0,15,30,24
6/12/2019,42,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,42,0,19,37,18
6/13/2019,48,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,48,0,12,28,19
6/14/2019,43,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,43,0,15,30,26
6/15/2019,77,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,9,77,0,13,34,37
6/16/2019,48,Ozone,Meridian - St. Luke's,16-001-0010,AQS,11,48,0,12,33,26
6/17/2019,47,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,8,47,0,17,35,21
6/18/2019,43,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,43,0,15,31,9
6/19/2019,45,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,45,0,14,29,8
6/20/2019,30,Ozone,Meridian - St. Luke's,16-001-0010,AQS,6,30,0,11,22,11
6/21/2019,30,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,30,0,9,23,13
6/22/2019,35,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,35,0,8,28,27
6/23/2019,37,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,37,0,7,29,8
6/24/2019,31,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,31,0,9,26,19
6/25/2019,36,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,36,0,17,25,13
6/26/2019,40,PM2.5,Idaho City,16-015-0001,AQS,8,38,0,20,40,15
6/27/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,7,44,0,12,19,6
6/28/2019,33,PM2.5,Nampa - Fire Station,16-027-0002,AQS,9,31,0,18,33,33
6/29/2019,49,Ozone,Meridian - St. Luke's,16-001-0010,AQS,10,49,0,16,32,17
6/30/2019,44,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,44,0,21,28,24
7/1/2019,51,Ozone,Boise - White Pine Elementary,16-001-0017,AQS,9,51,0,.,33,22
7/2/2019,38,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,38,0,25,32,8
7/3/2019,40,Ozone,Meridian - St. Luke's,16-001-0010,AQS,8,40,0,22,27,7
7/4/2019,100,PM2.5,Meridian - St. Luke's,16-001-0010,AQS,8,45,3,49,100,33
7/5/2019,46,Ozone,Meridian - St. Luke's,16-001-0010,AQS,9,46,0,22,37,21
