Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
2/20/2019,68,PM2.5,Fairgrounds,39-049-0034,AQS,5,.,0,6,68,25
2/21/2019,53,PM2.5,Smoky Row Near Road,39-049-0038,AQS,5,.,0,.,53,28
2/22/2019,74,PM2.5,Smoky Row Near Road,39-049-0038,AQS,5,.,0,.,74,25
2/23/2019,60,PM2.5,Smoky Row Near Road,39-049-0038,AQS,5,.,3,.,60,24
2/24/2019,30,PM2.5,Smoky Row Near Road,39-049-0038,AQS,5,.,0,.,30,26
2/25/2019,25,PM2.5,Smoky Row Near Road,39-049-0038,AQS,0,.,0,.,25,18
2/26/2019,44,PM2.5,Smoky Row Near Road,39-049-0038,AQS,1,.,0,18,44,23
2/27/2019,59,PM2.5,Smoky Row Near Road,39-049-0038,AQS,3,.,1,.,59,50
2/28/2019,40,PM2.5,Smoky Row Near Road,39-049-0038,AQS,3,37,1,.,40,22
3/1/2019,57,PM2.5,Fairgrounds,39-049-0034,AQS,0,39,0,.,57,32
3/2/2019,65,PM2.5,Smoky Row Near Road,39-049-0038,AQS,1,32,0,.,65,26
3/3/2019,64,PM2.5,Smoky Row Near Road,39-049-0038,AQS,0,40,0,.,64,21
3/4/2019,45,PM2.5,Smoky Row Near Road,39-049-0038,AQS,0,36,0,14,45,32
3/5/2019,54,PM2.5,Smoky Row Near Road,39-049-0038,AQS,0,37,.,.,54,24
3/6/2019,48,PM2.5,Smoky Row Near Road,39-049-0038,AQS,0,38,.,.,48,20
3/7/2019,54,PM2.5,Smoky Row Near Road,39-049-0038,AQS,0,43,0,.,54,31
3/8/2019,64,PM2.5,Smoky Row Near Road,39-049-0038,AQS,7,39,1,.,64,39
3/9/2019,58,PM2.5,Smoky Row Near Road,39-049-0038,AQS,9,41,.,.,58,37
3/10/2019,39,Ozone,Delaware,39-041-0002,AQS,5,39,.,10,38,6
3/11/2019,43,Ozone,New Albany,39-049-0029,AQS,3,43,0,.,38,18
3/12/2019,47,Ozone,Heath,39-089-0005,AQS,3,47,0,.,42,47
3/13/2019,48,PM2.5,Smoky Row Near Road,39-049-0038,AQS,3,42,.,.,48,43
3/14/2019,40,Ozone,Heath,39-089-0005,AQS,5,40,.,.,37,28
3/15/2019,36,Ozone,New Albany,39-049-0029,AQS,5,36,0,.,25,11
3/16/2019,41,Ozone,London,39-097-0007,AQS,3,41,0,8,31,15
3/17/2019,41,Ozone,Heath,39-089-0005,AQS,3,41,0,.,34,36
3/18/2019,42,Ozone,New Albany,39-049-0029,AQS,3,42,0,.,41,39
3/19/2019,49,PM2.5,Maple Canyon,39-049-0081,AQS,7,45,1,.,49,44
3/20/2019,53,PM2.5,Smoky Row Near Road,39-049-0038,AQS,8,49,0,.,53,45
3/21/2019,44,PM2.5,Smoky Row Near Road,39-049-0038,AQS,6,39,0,.,44,24
3/22/2019,40,PM2.5,Barack Rec Center,39-049-0039,AQS,5,40,0,7,40,20
3/23/2019,43,Ozone,New Albany,39-049-0029,AQS,7,43,0,.,31,39
3/24/2019,54,PM2.5,Smoky Row Near Road,39-049-0038,AQS,10,46,1,.,54,38
3/25/2019,45,PM2.5,Smoky Row Near Road,39-049-0038,AQS,3,38,0,.,45,9
3/26/2019,43,Ozone,New Albany,39-049-0029,AQS,2,43,0,.,20,20
3/27/2019,47,NO2,Fairgrounds,39-049-0034,AQS,6,46,3,.,41,47
3/28/2019,48,Ozone,London,39-097-0007,AQS,7,48,.,25,45,39
3/29/2019,62,PM2.5,Smoky Row Near Road,39-049-0038,AQS,6,43,0,.,62,22
3/30/2019,43,PM2.5,Smoky Row Near Road,39-049-0038,AQS,6,42,0,.,43,8
