Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
11/18/2019,45,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AirNow,6,44,1,.,45,25
11/19/2019,37,NO2,Seattle-10th & Weller,53-033-0030,AQS,5,19,0,.,36,37
11/20/2019,55,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,6,11,0,8,55,25
11/21/2019,81,PM2.5,TACOMA - L STREET,53-053-0029,AQS,11,2,4,.,81,29
11/22/2019,89,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AirNow,13,42,3,.,89,26
11/23/2019,66,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AirNow,10,43,1,14,66,19
11/24/2019,45,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,6,38,0,.,45,25
11/25/2019,38,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,38,0,.,33,30
11/26/2019,45,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,39,0,4,45,26
11/27/2019,52,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,35,0,.,52,24
11/28/2019,68,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,3,34,0,.,68,18
11/29/2019,84,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,7,37,0,8,84,28
11/30/2019,92,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,9,26,0,.,92,25
12/1/2019,75,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,7,39,0,.,75,35
