Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
6/6/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,31,0,.,16,24
6/7/2019,30,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,30,0,.,16,13
6/8/2019,33,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,33,0,7,19,9
6/9/2019,42,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,42,0,.,19,10
6/10/2019,37,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,37,0,.,18,19
6/11/2019,45,Ozone,SAUVIE ISLAND-SIS,41-009-0004,AQS,2,45,0,10,17,19
6/12/2019,90,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,90,0,.,31,30
6/13/2019,43,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,43,0,.,26,16
6/14/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,31,0,8,16,16
6/15/2019,32,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,32,0,.,20,8
6/16/2019,35,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,1,35,0,.,18,7
6/17/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,31,0,5,14,8
6/18/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,3,31,0,.,16,13
6/19/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,31,0,.,19,17
6/20/2019,26,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,26,0,11,19,19
6/21/2019,29,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,29,0,.,21,11
6/22/2019,28,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,28,0,.,18,13
6/23/2019,31,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,31,0,4,17,8
6/24/2019,36,Ozone,CARUS TRAILER/SPANGLER RD,41-005-0004,AQS,2,36,0,.,22,20
