,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
47,2019-02-17,36,Ozone,,26-099-1003,AQS,6,36,29.0,13.0,33.0,19.0,42.3314,-83.0458,Detroit,2020-03-24,672662
48,2019-02-18,43,PM2.5,Southwestern H.S.,26-163-0015,AQS,7,35,3.0,14.0,43.0,37.0,42.3314,-83.0458,Detroit,2020-03-24,672662
49,2019-02-19,66,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,11,35,6.0,37.0,66.0,48.0,42.3314,-83.0458,Detroit,2020-03-24,672662
50,2019-02-20,77,SO2,Port Huron,26-147-0005,AQS,9,33,77.0,26.0,60.0,46.0,42.3314,-83.0458,Detroit,2020-03-24,672662
51,2019-02-21,62,PM2.5,Southwestern H.S.,26-163-0015,AQS,7,43,3.0,22.0,62.0,34.0,42.3314,-83.0458,Detroit,2020-03-24,672662
52,2019-02-22,78,PM2.5,Military Park (GHIB),26-163-0100,AQS,9,41,43.0,53.0,78.0,47.0,42.3314,-83.0458,Detroit,2020-03-24,672662
53,2019-02-23,67,PM2.5,LIVONIA-NR,26-163-0095,AQS,9,37,33.0,35.0,67.0,42.0,42.3314,-83.0458,Detroit,2020-03-24,672662
54,2019-02-24,44,Ozone,Port Huron,26-147-0005,AQS,8,44,26.0,22.0,41.0,19.0,42.3314,-83.0458,Detroit,2020-03-24,672662
55,2019-02-25,56,PM10,,26-163-1005,AQS,8,39,11.0,56.0,39.0,22.0,42.3314,-83.0458,Detroit,2020-03-24,672662
56,2019-02-26,42,PM2.5,Southwestern H.S.,26-163-0015,AQS,8,33,13.0,36.0,42.0,23.0,42.3314,-83.0458,Detroit,2020-03-24,672662
57,2019-02-27,81,SO2,Port Huron,26-147-0005,AQS,10,29,81.0,16.0,38.0,40.0,42.3314,-83.0458,Detroit,2020-03-24,672662
58,2019-02-28,70,PM2.5,Southwestern H.S.,26-163-0015,AQS,16,37,24.0,28.0,70.0,52.0,42.3314,-83.0458,Detroit,2020-03-24,672662
59,2019-03-01,74,PM2.5,LIVONIA-NR,26-163-0095,AQS,16,42,57.0,45.0,74.0,53.0,42.3314,-83.0458,Detroit,2020-03-24,672662
60,2019-03-02,72,PM2.5,Military Park (GHIB),26-163-0100,AQS,11,44,13.0,35.0,72.0,49.0,42.3314,-83.0458,Detroit,2020-03-24,672662
61,2019-03-03,68,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,15,40,4.0,20.0,68.0,48.0,42.3314,-83.0458,Detroit,2020-03-24,672662
62,2019-03-04,46,PM2.5,Southwestern H.S.,26-163-0015,AQS,11,37,3.0,31.0,46.0,34.0,42.3314,-83.0458,Detroit,2020-03-24,672662
63,2019-03-05,68,PM10,,26-163-1006,AQS,6,41,4.0,68.0,55.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
64,2019-03-06,44,NO2,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS,7,38,4.0,28.0,40.0,44.0,42.3314,-83.0458,Detroit,2020-03-24,672662
65,2019-03-07,55,PM2.5,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS,7,43,3.0,40.0,55.0,45.0,42.3314,-83.0458,Detroit,2020-03-24,672662
66,2019-03-08,70,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,17,44,27.0,52.0,70.0,49.0,42.3314,-83.0458,Detroit,2020-03-24,672662
